Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.6643659789,3.7518249841,4.3335720687,5.1112954882,4.8652820376,5.185731956,5.3276200312,5.4346008744,5.9377015792,6.2082888514,6.5195704428,6.7504349874,6.8637398186,7.3347592894,6.5413112709,6.1681375413,6.4234278947,6.5409854909,6.7207787081,6.3408505862,6.4149497864,6.1156352601,5.7311675902,6.2425184689,6.0812452605,6.1553385319,6.5028246694,6.1500392813,6.1745261084,5.9377829886,6.3450851677,6.2802970833,6.2242362732,5.8734238315,5.9085836802,5.5713169752,5.6401025191,5.8494831219,5.8656519176,5.6960736653,5.4354849845,5.9398484395,5.5865128166,5.474267138,5.4625689396,5.5583503818,5.5921753185,5.0305740197,5.2830443239,5.3779736412,4.9834289447,4.6720383631,4.7194472931,4.9877951815,,,
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.7530448204,1.838272896,2.0765883147,2.1069250524,2.0804126352,2.0629891243,2.1349009409,2.1409901272,2.310136976,2.4054287056,2.5794376162,2.7814241408,2.8429114215,2.7413317654,2.5309447791,2.2085210146,2.2772724194,2.1504493442,2.1038040224,2.245873109,2.2489643361,2.1537876138,1.7819719452,1.7747794105,1.8621978094,1.7758725716,1.8081373495,1.8127589649,2.1174666033,2.5050830758,2.5351330114,2.3456183418,2.3936825262,2.513121072,2.7240348673,2.9410433405,3.3689687844,3.864226566,3.8977007912,4.10553651,3.8769619391,3.4730258025,3.5486821301,3.5349846541,3.756382831,3.8404630402,3.9812842696,4.3515649103,4.3164398045,3.9694341465,4.2462942802,4.6068522127,4.6568126853,4.7321357116,,,
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.1703813723,0.8360469008,0.6614281644,0.6400018994,0.6256460539,0.6655242112,0.7108913816,0.574162147,0.6054519967,0.7251495091,0.942934535,1.0422396966,1.0806766365,1.0981956913,1.0973671106,1.250124095,1.2852831355,1.3888428966,1.5292011096,1.5426750987,1.4952507493,1.4604318166,1.5667396835,1.6290559078,1.7504480602,1.8710547914,1.939434257,2.0384106888,2.150905225,2.1530779109,2.1677030766,2.2459012757,2.3142072903,2.4428006593,2.5659938918,2.7557549664,2.8443095815,2.8205678906,2.6767459803,2.6486492466,2.6968624332,2.742120813,2.8852250414,3.5122454277,4.0801389055,4.4411506949,4.892727098,5.1535640166,5.4170021175,5.7229120367,6.5544179576,7.2348587116,7.4189546078,7.5509164847,,,
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1329722879,0.1537216743,0.1568559095,0.1602603076,0.1883449906,0.2780835497,0.2941897986,0.3242702731,0.3678932438,0.4163917028,0.4659027218,0.4931571104,0.524437451,0.5328698202,0.5644725945,0.6039142376,0.5731425551,0.5603771273,0.6365547367,0.6854430836,0.7528718298,0.5175968676,0.6786214787,0.5158574994,0.5532910128,0.7212681825,0.565616732,0.7022279825,0.8079798383,0.7256132086,0.4741274162,0.4472814666,0.3544201702,0.4365186446,0.3763241485,0.4951504199,0.5641655074,0.5343576491,0.4394762953,0.3883363085,0.4111457428,0.4581201747,0.4239831541,0.3121602393,0.4305026323,0.4315616062,0.3784749344,0.3592701837,0.3518191357,0.2874374984,0.3061949491,0.310564045,0.3975851174,0.4156698419,,,
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0506135842,0.0515770455,0.0517885261,0.052576832,0.0576645847,0.0520561333,0.0562222414,0.0729810151,0.078613276,0.0866682554,0.0942343981,0.1166246717,0.1207877524,0.1226024083,0.1295432065,0.1501821143,0.1372907846,0.1912359059,0.2376277741,0.210964199,0.43722594,0.5806688645,0.6691437855,0.6744344615,0.601530825,0.623818598,0.1874369829,0.1682001067,0.1944700421,0.6519055473,0.1440021792,0.08938642,0.2965868883,0.2959975245,0.2817890955,0.3132708643,0.3214377038,0.2186245769,0.2123703473,0.1985452212,0.2154930843,0.2092626355,0.2036805294,0.2204213457,0.2239522275,0.2039132898,0.2076317884,0.3058059765,0.2833104536,0.3350155984,0.3292891546,0.2731271957,0.2829040557,0.3067504876,,,
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2206898117,0.2574036074,0.2232601575,0.2140333533,0.2376092001,0.2121840738,0.2587685584,0.2636316921,0.3581993186,0.3875971444,0.4284744849,0.4982811227,0.4676422615,0.8340625879,1.0759007338,0.7068207139,0.7707019756,0.2909376223,0.1898456331,0.1990817546,0.2259198041,0.2549559635,0.7043065732,0.581473026,0.5630897833,0.6142030708,0.4980548688,0.6011459031,0.6628975256,0.6485405936,0.4978522645,0.5163471251,0.6255273058,0.5980720612,0.8109023368,0.5753949341,0.6138109942,0.8154169036,0.2632580779,0.2709156987,0.3373017902,0.2407133051,0.1767708046,0.2751710608,0.2783083943,0.2805400724,0.3102803505,0.3266648097,0.3415594096,0.4315989274,0.4734722256,0.534587133,0.5561001991,0.5649454502,,,
Colombia,COL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.995718607,1.0727429179,1.1109856901,1.1787807369,1.1682635191,1.1954389889,1.19168653,1.2168347687,1.2726145597,1.3051487073,1.2875348564,1.3411509859,1.360066658,1.4234608073,1.50691023,1.449945791,1.5041073059,1.5191683313,1.5728065232,1.6387785646,1.5991125501,1.5667717731,1.5817775547,1.6656898674,1.6138381109,1.56001615,1.5504095703,1.5618966348,1.5904347626,1.5831887708,1.6730258845,1.6359147481,1.7449832717,1.7688037658,1.8350166995,1.5921812628,1.5907760616,1.6796190978,1.6816170868,1.419215476,1.4336202054,1.3729026552,1.33889957,1.3622450358,1.2889898799,1.4079853187,1.435823423,1.4068996425,1.5163995273,1.5999023126,1.6586833589,1.6491305971,1.7037726015,1.8931278737,,,
Comoros,COM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0582890024,0.0573482495,0.0564269594,0.0555031407,0.0545508641,0.0714077074,0.0875028635,0.085662359,0.083800287,0.081988472,0.1284171544,0.1258380697,0.1233657279,0.1207864128,0.117852652,0.1287625483,0.1520808041,0.1464159189,0.1023647599,0.0738904841,0.154516106,0.1495987874,0.1451812825,0.1410998274,0.1371637874,0.1332600935,0.1194323138,0.125585831,0.131254586,0.1273886299,0.1501623533,0.1458031229,0.1415984482,0.137556599,0.1336860322,0.1376346508,0.1338921131,0.1303114358,0.1339401746,0.1442324441,0.1539923607,0.1501999021,0.1529435481,0.1617336726,0.1639577458,0.1659726623,0.1793538798,0.175048198,0.1763473567,0.1720977642,0.1836924552,0.2099900555,0.19992885,0.2146449966,,,
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1087506673,0.1068276056,0.0869509546,0.067621581,0.131049702,0.1109161852,0.0917648531,0.0737135804,0.1139359479,0.1384374351,0.1357157926,0.1342962722,0.1875100443,0.2281716329,0.2422158534,0.2825167385,0.2680310644,0.2928499087,0.7514560384,0.8856386852,0.4237094668,0.1136357376,0.1238554266,0.1213539219,0.27361144,0.2686224425,0.1838319845,0.249015347,0.2230121541,0.2411973463,0.2793855639,0.2834286598,0.2966555361,0.2985969931,0.3001269923,0.3109575594,0.3579728066,0.3579263308,0.3755346715,0.4012072369,0.4262622026,0.4672308693,0.5314539434,0.6657545793,0.7037112061,0.7268674719,0.7820643367,0.8228840712,0.6366529978,0.6781350106,0.9796035311,1.073826791,0.9883702358,0.8747166136,,,
Costa Rica,CRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.3686140422,0.3555762996,0.3839568109,0.4051082106,0.4389802444,0.5328785091,0.6051416737,0.5171459913,0.5940688202,0.6382480266,0.6763293098,0.8055027323,0.905898057,1.0252747847,0.9321757154,0.9720808044,0.9698028159,1.1842818428,1.2896741747,1.200947433,1.0313542535,0.9174496674,0.8276033719,0.812707824,0.7527645227,0.8300418536,0.9308282869,0.9600900211,0.9987685766,0.9850888702,0.9546536589,1.0507977254,1.163997258,1.1831847004,1.5382232261,1.3859905865,1.3202995607,1.3541928871,1.4113695791,1.4348912952,1.3947014992,1.4413673439,1.5567933022,1.6059905913,1.6552580475,1.6168890894,1.6476347188,1.8589014902,1.8353601959,1.7606785791,1.6651778672,1.6826559884,1.6687707396,1.6182869277,,,
Caribbean small states,CSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.4026407783,2.0614880419,2.7038747574,1.3491373655,2.359684452,2.5982167461,2.5264438017,2.9755978605,2.9404251688,3.0813491332,4.29292692,5.0723937526,5.1162260276,6.0610192803,5.7580806476,6.0985203536,6.6385671989,7.2927290278,6.9326013536,6.9373334043,7.0987123059,5.8873803036,5.6474328017,5.0531984438,5.0417268469,5.525586314,4.7837647574,4.9866873452,4.6116328429,5.0483097985,5.3032866427,6.0341341125,5.9335205694,5.27911869,5.7709059932,6.1049412516,6.2656185734,5.8652881612,5.8681466462,6.429574686,6.6122526537,6.8340083919,6.9331334219,7.0802608718,7.5305746554,7.2595480804,9.8935872746,9.8967087062,9.6978872451,9.0711130308,9.5995310573,9.3345919068,9.0730010258,9.3518105713,,,
Cuba,CUB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.9184518302,1.6710646671,1.9018147204,1.7116352747,1.8355839859,1.8372057695,1.8722867646,1.9059327671,1.9059983272,2.0156702099,2.1425244371,2.2105451196,2.3045468078,2.440923225,2.4595280209,2.8676468422,2.8523725444,3.0516856974,3.1601154438,3.2434576176,3.1926747226,3.3133601147,3.4813087709,3.0946085342,3.2547767254,3.230949153,3.3013104448,3.3062460294,3.4334359115,3.4081830154,3.1651973591,2.780703726,2.9234827481,2.7209864899,2.9711881999,2.3573467676,2.4642206581,2.2407825657,2.2187524367,2.2861443331,2.3463048271,2.2824472859,2.3327472565,2.2724940184,2.224533836,2.3094080375,2.4307471646,2.374571685,2.6964384013,2.6463557857,3.3935889329,3.1781441718,3.1876748878,3.4622273874,,,
Curacao,CUW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.638551365,34.1616348767,,,
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.3983729503,1.3706703215,1.3511422255,1.3370199319,1.3255813953,1.3141799068,2.1718787017,1.7220004696,2.5488878591,4.9829011437,4.010279965,4.5918814567,5.4261615863,5.4401483542,4.7855402819,4.7942474261,5.3512288786,5.299132948,6.5022164632,6.172201722,10.2087973274,9.3885680262,9.5071152849,9.6225224722,10.0855848568,10.0621796531,10.138836773,10.1369535679,10.0871378499,10.9504121803,10.11727778,10.4927320591,11.3748996424,11.6465517241,12.2009648977,11.5780500126,11.5909348442,11.4349084167,11.464840231,10.8692790756,11.2600695694,10.9204931089,10.9824773144,10.8340285019,9.7685363327,9.8796248689,9.6754617414,11.3258158508,11.224449693,10.3352859906,10.1734493506,10.4993637328,9.4349292445,9.2351933389,,,
Cyprus,CYP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.5489074562,1.5014217681,1.5678779832,1.7068740569,1.7301085843,1.9819199237,2.1238503975,2.3069757688,2.7142947847,2.7587940942,2.7788497423,3.0358502722,3.8304968153,3.937739821,2.9971510193,3.0475794723,3.7477210027,4.0112151555,4.1721703018,4.4164935082,4.6813494484,4.4216430417,4.4849395195,4.4643870826,4.5619585018,4.4085730567,4.9779445209,5.6978462219,5.6064778669,5.7809005295,5.7065852173,5.9888461548,6.4714997627,6.6549448348,6.7412114204,6.2932256552,6.7986260458,6.5787009126,7.0550295141,6.8903025529,7.3473184725,7.1205586792,7.1664729361,7.7627320543,7.2197332814,7.2659148972,7.429896031,7.7097239991,7.9638192774,7.4383385023,6.9839075461,6.6499931939,6.1273449198,5.2098835722,,,
Czech Republic,CZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3903071996,12.8396500241,12.167517049,11.9906932657,12.1546745248,12.3652913574,11.9039601538,10.8884710605,12.076889045,12.1097872532,11.7437029,11.9736890276,11.4518444997,11.7624500353,11.9258292757,11.9725152221,11.2376571353,10.3079706731,10.6525786178,10.1854822482,9.6126836388,9.3834965464,,,
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6226461714,11.0633202537,10.8142489333,10.6283919217,10.5794666305,10.8602336004,10.5111125988,10.4252731614,10.017758766,10.0956398829,10.3662866967,10.0586724973,9.9693545253,9.8986823688,9.6663722343,9.9114760115,9.4880398883,9.5063211775,8.8146555505,9.2756879599,8.9503795175,9.1923237515,9.2205908038,,,
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.4822923143,0.4972259574,0.5060615711,0.6559798056,0.7839548632,1.0526082305,1.1341114041,0.6697563983,0.8615273991,0.5626822157,0.872728867,0.9526362402,1.0640135705,0.9430396356,0.9473281438,0.8832912544,0.7964717097,0.7132647989,0.6543688942,1.0796392013,0.9704841765,0.8025290712,0.9054485722,0.8866324941,0.870097803,0.8486220984,0.837348249,0.8005148641,0.6657512623,0.6955888406,0.5484706538,0.510407268,0.4970712672,0.4876215358,0.4683355953,0.4604024348,0.463003675,0.4759948311,0.4516423776,0.4437643178,0.4719747233,0.4995313913,0.5361837472,0.5573272399,0.530241883,0.5323327415,0.5205763169,0.5780517922,0.6159683513,0.5633992077,0.6223468408,0.5619409315,0.6061022028,0.7040878881,,,
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.1833011197,0.1802408454,0.1774812855,0.233121424,0.229470753,0.2255296903,0.2212201191,0.3250790461,0.3186755888,0.2611376973,0.3611486296,0.3586759076,0.3578209292,0.35778103,0.408516801,0.40693013,0.4038101531,0.3496614949,0.3457616617,0.4404922387,0.4869013318,0.4864943749,0.5366246275,0.5396254181,0.5929259584,0.6473519826,0.6528038343,0.6587303781,0.7666950086,0.8235591365,0.827205053,0.8281274259,0.8266223337,0.875486272,0.9248164546,1.1304104138,1.0308379951,1.1401718582,1.0954833203,1.1541014563,1.4735573128,1.5792420327,1.470876429,1.6749550373,1.6164521863,1.6634629015,1.6081058141,2.1754926195,1.8624455073,1.8594548912,1.9580142482,1.7974986695,1.8927111669,1.8333726825,,,
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.5026830928,6.8812601549,7.9451073611,8.6898313005,9.1463929394,9.3165760036,10.4490116587,10.1493005476,10.9613147942,12.1429748603,12.5996564651,11.4972271508,11.9488346012,11.8016117929,10.9167686263,11.0237664585,11.8549028939,12.1545851472,11.9739262277,12.3121966244,11.7840138262,10.111942388,10.4919645317,9.8108422331,9.9501332161,11.7474430895,11.5032965312,11.3793050315,10.7432506303,9.5050900188,9.7706986992,11.6933114849,10.5045544991,10.99825503,11.7169488954,10.9245408267,13.7146519316,11.6476885202,11.2273041517,10.3626636406,9.6131755542,9.8750923484,9.6819319296,10.3882734937,9.3627010191,8.6900769306,10.1129141599,9.2020151103,8.5433510976,8.0588956011,8.4072166705,7.296383208,6.5108659962,6.7796238672,,,
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.3161553339,0.3025063272,0.3530291292,0.3436589286,0.4654541478,0.3989412604,0.4178941399,0.3804691612,0.5530664989,0.6066896767,0.6905479186,0.7609372173,0.9822455559,1.2202241281,1.2784713768,1.2311309232,1.1992494594,1.037382663,0.982978685,1.1997362547,1.1116002335,1.0377386331,1.0430062367,1.2733013809,1.1719949014,1.1240289314,1.2345918174,1.4419458409,1.4246627055,1.4719149957,1.2848404557,1.3710662385,1.4626656496,1.545528895,1.6090610511,2.0127469141,2.1579684882,2.205103244,2.2175153606,2.2021709038,2.311300988,2.2785073738,2.415109633,2.3990708269,2.0113519756,2.0177786029,2.1110620015,2.2277472093,2.2242136686,2.1049777446,2.1873110916,2.2022903839,2.2399133789,2.1467558723,,,
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.5537635781,0.5318099943,0.4849536601,0.4528244583,0.4595689174,0.5224485274,0.6494806078,0.6321184269,0.6592625511,0.7972056435,1.0360826673,1.2478982943,1.8436237144,2.4241823874,1.9638299432,1.9169942626,2.2786711014,2.3680820957,3.4333707201,2.4317322202,3.4398765563,2.3285029779,1.9085572346,2.4790089997,3.2476292323,3.2254976401,3.2819741481,3.5170737685,3.4137264866,3.1692131472,3.0079110111,3.0199889457,2.9759975021,2.9617390816,3.0498842554,3.2986672225,3.302462522,2.9508783491,3.5296993956,2.9941187428,2.8197780068,2.6683277979,2.8400279121,2.8564100519,2.7270171381,3.2201545593,2.9975469734,3.1958645928,3.168524491,3.4301289568,3.3071643401,3.3005577887,3.4719499313,3.5147800897,,,
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.9512247692,0.6955318017,0.5616655302,0.5446528454,0.5389801194,0.5720690388,0.6141213698,0.5196916993,0.5530953398,0.6496608155,0.8194278362,0.8975664036,0.9280400755,0.9499742288,0.9432586808,1.0591112868,1.0902317223,1.183220298,1.2944804314,1.3060038676,1.268969722,1.2416702849,1.3181799773,1.3675844678,1.4509176708,1.5440477856,1.5937536804,1.6697891788,1.7605577199,1.7647241025,1.7979242043,1.8828216486,1.9524931333,2.0674027556,2.1651148361,2.3299762601,2.4200363852,2.4239946292,2.2571534526,2.2539034512,2.3131761199,2.3705521734,2.4783911209,2.9360385937,3.3526023744,3.6067912027,3.9091323299,4.101138032,4.3129816219,4.5401364632,5.1197263573,5.643858416,5.7760544378,5.8028409646,,,
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.5937414689,0.6038139049,0.6237610753,0.6382127065,0.6646594913,0.6955831076,0.713590768,0.7569775286,0.8183645092,0.8394153161,0.880749729,0.9168563765,0.9351233642,1.0040803539,1.017604543,1.0151301594,1.0771549934,1.1268011369,1.1547243392,1.190509639,1.2175893169,1.2328662528,1.2561809893,1.257276085,1.2693425164,1.3044577941,1.3372231768,1.3584290546,1.3922666045,1.4248360472,1.4227108284,1.4844632588,1.5003824775,1.5369833844,1.5625956592,1.5525380372,1.6039263466,1.6082398443,1.6217386588,1.6747166224,1.7059107674,1.6977052856,1.6981540742,1.7538674576,1.8147160922,1.8476729799,1.9183979879,1.9844537252,2.0891134553,2.1368981019,2.1296530782,2.2048563358,2.2982698068,2.2090922823,,,
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.1607474453,0.9955753428,0.8948706157,0.9137028548,0.9418526437,0.9981372657,1.0548953531,1.0389347561,1.1248136526,1.2799216013,1.5290045526,1.6076435339,1.6710208664,1.7417317022,1.7196983131,1.7816180934,1.8419985113,1.9490008842,2.0370164206,2.0856210289,2.0492859595,1.9984149052,2.0403005351,2.0691797945,2.1803077978,2.2481701522,2.2892706481,2.356228185,2.5035812837,2.5415673797,2.5952763739,2.6724777255,2.7609582515,2.8786523104,3.0057809216,3.1583178626,3.2704002814,3.2919564556,3.0845583959,3.115341535,3.2005332882,3.2367986941,3.3512597614,3.7572294071,4.1472712684,4.3496778762,4.6212427484,4.8125204189,4.9873371211,5.1317223341,5.7017955557,6.1835321597,6.3138526751,6.3428822486,,,
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6769387727,8.8600446715,7.7354117141,7.4947913882,7.3213613385,6.8407991202,6.7439723348,6.7533994223,6.8575936772,6.8641565817,6.9109582475,7.204377339,7.2744860559,7.3184407715,7.5881899172,7.683045852,7.6867109251,6.960547138,7.5550280425,7.8858871678,8.0034647793,7.7417598172,,,
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9991296514,8.5346035827,7.9732881377,7.9009372783,7.9449151246,7.6350378398,7.6126165496,7.5409824775,7.5964846364,7.6802470102,7.6497109494,7.8495351832,7.8728775736,7.8496456243,7.9791271547,7.923665449,7.8270887808,7.1583556808,7.5367607877,7.4861880507,7.4687119081,7.2725299856,,,
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.388033962,0.3520489611,0.325336409,0.3627222692,0.4206701873,0.4337438001,0.447716962,0.465781971,0.5438841454,0.609111227,0.7053177264,0.6760278843,0.7147239717,0.7958578119,0.8959551823,1.0538030421,1.1298165766,1.0149319896,1.3768285408,1.5653738261,1.6853642517,2.0398128164,2.2981734042,2.2723245088,2.4091354171,2.1480745529,1.6474580512,1.5904002596,1.7734112906,2.0313458042,1.6468705242,1.577081725,2.0812048195,2.2103392322,1.2193337439,1.9965553308,2.0705473883,1.5396799042,1.8464800766,1.7337276975,1.6406059708,1.7985849413,1.9086720559,2.0291895919,2.1500422106,2.2033665685,2.0661758125,2.244784002,2.3442240926,2.448359132,2.5493971352,2.6118164783,2.624773655,2.7792875846,,,
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.5930071874,0.6144631207,0.6510810416,0.7350830375,0.8480843509,0.8953409813,0.8390076168,0.6062601511,0.6887974432,0.5786289424,0.6230253048,0.6480987209,0.7027494567,0.6422999693,0.6908186885,0.8051858138,0.8737767324,0.9377817956,0.9513391787,1.0147953274,1.0431230417,1.1464653445,1.2392590467,1.2197161417,1.3282719411,1.2949743433,1.4693091992,1.4338692916,1.3900597299,1.3115290106,1.3465823073,1.3644662279,1.3791854006,1.54980851,1.3923419455,1.5331799983,1.604365105,1.6709581375,1.8543422709,1.8683905475,2.0681404328,1.80246891,1.7937649973,2.0480043178,2.050540499,2.2311602228,2.3413732033,2.4365920396,2.514511728,2.5699674362,2.4709040824,2.5918312361,2.5340389832,2.4312619472,,,
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4698642698,8.2149042025,8.0137852011,7.9528811837,8.0722336738,8.2609814932,8.1390248752,8.2733541952,8.1582808063,8.1887511374,8.3524623446,8.3051384459,8.3888742751,8.4181845016,8.3168677212,8.2786904862,8.1147042427,7.8933868997,7.276094074,7.4108640073,7.1225751396,6.9827799544,6.792530782,,,
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2749197791,0.2955300015,0.3160221795,0.2654139775,0.1769094521,0.1806953817,0.1721909868,0.1725644226,0.1597069789,0.1848244887,0.1894410717,0.1828568552,0.1303423906,0.1314903959,0.0920693911,0.1117610806,0.1094705292,0.1240308103,,,,,
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.6065927106,1.7462217198,1.9357815332,1.8795093124,2.0377252568,2.2256101935,2.4077357092,2.6472275588,2.9340975397,2.8971018677,3.4579698592,3.7635580213,4.203327913,4.4623834957,4.9254823971,5.1123315103,5.5216049155,5.3798052518,5.4374721642,5.4768737492,5.7427640429,5.4924515685,5.5321796583,5.3739481291,5.1975050012,5.2379009744,4.9426390915,4.9410898086,5.1408858166,5.8433444381,5.6266346567,5.7945477045,5.9875889177,5.5947168622,5.9398077621,6.1342877527,5.9097330612,6.3683143067,6.5844447491,7.0719189933,7.3127400206,7.3076372974,7.5912807817,7.6111664446,7.9080506814,8.0970580477,7.8841957101,7.9208907161,7.1655316067,6.2169733778,5.8164163663,5.7880184577,5.6609388033,5.0829825239,,,
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5760512585,13.0567394494,13.0205461281,12.1958174455,12.96252174,12.9383302311,11.7669410947,10.9801234228,10.6362516419,11.2167089902,10.7935041868,12.4933538578,12.6839903123,12.367015187,12.0099620585,13.9548840887,13.0818344315,10.9143201837,13.5996890666,14.0167329723,13.324000375,15.1104114805,,,
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0158922187,0.0150425226,0.0170548363,0.0177199051,0.0166839195,0.0258016944,0.0321777363,0.0408827808,0.0640982586,0.0603351344,0.0582022544,0.0633188893,0.0467273162,0.056490424,0.0545641801,0.0371557963,0.0355143594,0.0312000127,0.0402737099,0.0534624987,0.0517168089,0.0517132547,0.0399215112,0.0482104308,0.0421542247,0.0445155271,0.0526133017,0.0593870484,0.0595261654,0.0608881663,0.062799074,0.0599565889,0.0574892134,0.0566390884,0.0404673641,0.044782621,0.0484162766,0.0501031444,0.0513435169,0.0489121476,0.0534235929,0.0636427829,0.0642326445,0.0688521652,0.0710691592,0.0668220447,0.0699069005,0.0743445876,0.0791842687,0.0777230112,0.0752146592,0.0859835424,0.0928770206,0.1124628053,,,
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.763853689,5.9240288257,6.2111821836,6.5759243677,6.7922700429,6.9642967458,7.1181144798,7.2267424409,7.5945361747,8.0086219847,8.4932498193,8.6592021156,8.9470127251,9.3491274878,9.1631277247,8.9445032329,9.4851564364,9.4108118194,9.6783276695,10.0519526883,9.7335596787,9.1556211751,8.9294497196,8.7810055475,8.7030189634,8.9053536,8.8597319325,9.0024772506,8.8558381587,9.0783946158,8.54031139,8.5828961304,8.3048454541,8.1640973303,8.0361873996,8.1388329129,8.3505730664,8.1464950004,8.1504859908,7.9790582278,8.0014584041,8.1557703315,8.0831929972,8.2061048892,8.1899717603,8.1185996598,8.1497193786,7.9963718463,7.7922848192,7.1491183192,7.3457523051,7.0543059436,6.9061181176,6.7145211347,,,
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.2786600692,0.2689077418,0.2854479164,0.2864833166,0.2904382143,0.3821960851,0.4674718708,0.507439591,0.6753431194,0.7031125544,0.6778567148,0.65737905,0.5979359285,0.6068623261,0.5813237554,0.587671026,0.7242196902,0.690606361,0.6759601285,0.796548063,0.7389118978,0.6842648043,0.665271547,0.7215943718,0.7335480372,0.7623772326,0.7802550831,0.8112361815,0.8892720217,0.8797748554,0.7603476892,0.7596666164,0.7912088558,0.7877391563,0.8347447544,0.8190723486,0.7830598642,0.7651063885,0.7870913155,0.7838796278,0.7673083372,0.7908867954,0.7503650123,0.8005447293,0.8603716489,0.8466585083,0.7978482406,0.7190939589,0.7993568064,0.825239437,0.8399262006,0.8238620007,0.8718424273,0.8916485095,,,
